# Gd2C; Q=0, x=0
#---------------------------------
#  config energy weight
#---------------------------------
(1,  1,  1,  1,  1,  1,  1,  1) -174.367 1.0  # fm
(1,  1, -1, -1, -1,  1,  1, -1) -174.396 1.0  # afm1
(1,  1, -1, -1,  1, -1, -1,  1) -174.373 1.0  # afm2
(1, -1,  1, -1, -1,  1, -1,  1) -174.375 1.0  # afm3
(1,  1,  1,  1, -1, -1, -1, -1) -174.310 1.0  # afm4
(1, -1, -1,  1,  1,  1, -1, -1) -174.373 1.0  # afm5
(1, -1,  1, -1,  1, -1,  1, -1) -174.380 1.0  # afm6
(1, -1, -1,  1, -1, -1,  1,  1) -174.396 1.0  # afm7
(1,  1, -1, -1,  1,  1, -1, -1) -174.396 1.0  # afm8
